id	minutes	views	in_corpus	title
Rh0Yk2tQ4y8	67	70000	yes	ASSIGN VALUES TO ALL INTANGIBLES - Baldur's Gate 3 Class Tier List Part 3
iWje7gs1rqo	62	95000	yes	QUANTIFYING FUN IS DEFINITELY POSSIBLE - Baldur's Gate 3 Class Tier List Part 2
qwGRtyB7qeE	59	259000	yes	TOTALLY OBJECTIVE FUN TIERLIST - Baldur's Gate 3 Class Tier List Part 1
cFVi9GYBBX8	34	25000	no	The TAG TEAM DESTROYER - BG3 Karlach / Wolf Barbarian Honour Build Guide
8t8Tmo2IAQ4	40	522000	no	The BEST CLERIC in Baldur's Gate 3 - [Updated] Shadowheart Honour Build Guide
xjAoeQFPBYE	53	124000	no	HOW TO BUILD GOOD PARTIES - Baldur's Gate 3 Honour Mode Party Composition Guide
SzWX3l2aRKg	29	42000	no	The BEST BUDDY - BG3 Astarion / Rogue / Fighter Honour Build Guide
PRZNK5oI3Q8	28	64000	no	The MOST VERSATILE Fighter in BG3 - Lae'zel / Fighter / Monk Honour Build Guide
7rpORs0hIzo	32	74000	no	NATURE CLERIC does EVERYTHING - BG3 Shadowheart Honour Build Guide
ynR_V_MRnz4	68	133000	no	The BEST BLASTER PARTY In BG3 - Honor Mode Full Lightning/Cold Party Build Guide
xTgh_u4eXhU	33	20000	no	RAGE AND RETALIATE  - BG3 Karlach / Barbarian / Warlock Honour Build Guide
g5tr4LO8Itw	24	124000	no	The WORST POSSIBLE CHARACTER in Baldur's Gate 3
nG6yvcBmyOQ	30	48000	no	The DIVINE ASSASSIN - BG3 Minthara / Paladin / Rogue Honour Build Guide
9JFz6IviB9Y	81	420000	yes	The BEST MULTICLASSES for EVERY CLASS - Baldur's Gate 3 Honour Tier List and Build Guide
G_ShgMOS7zg	59	644000	no	The BEST PARTY In Baldur's Gate 3 - Honor Mode Full Party Build Guide
PkroRnXbNgg	35	47000	no	The FACE OF FEAR - BG3 Wyll / Warlock Honour Build Guide
9YrGhZnHFtA	34	32000	no	The UNSTOPPABLE RAGE WIZARD - BG3 Gale / Wizard / Barbarian Honour Build Guide
XwkPjg6uvEc	68	59000	yes	COMPLETE Multiclass Tier List - EVERY COMBO - Baldur's Gate 3 Honour Mode Guide Part 4
57JC3zFL4o0	75	75000	yes	COMPLETE Multiclass Tier List - EVERY COMBO - Baldur's Gate 3 Honour Mode Guide Part 3
MnbWKeyI-pc	79	94000	yes	COMPLETE Multiclass Tier List - EVERY COMBO - Baldur's Gate 3 Honour Mode Guide Part 2
pKBBGhkg1o0	78	189000	yes	COMPLETE Multiclass Tier List - EVERY COMBO - Baldur's Gate 3 Honour Mode Guide Part 1
dxT9G9yHa1E	41	232000	no	BURN IT ALL DOWN - BG3 Fire Sorcerer Honour Build Guide
caucGYWQhGs	35	115000	no	The BEST ASTARION BUILD in BG3 - Lore Friendly Honour Build Guide
5t3lNOO3myc	77	115000	yes	SUBCLASS TIER LIST - Single Class Characters -  Baldur's Gate 3 Honour Mode Guide Part 3
WGk2_Mfkn9c	74	122000	yes	SUBCLASS TIER LIST - Single Class Characters -  Baldur's Gate 3 Honour Mode Guide Part 2
lLrtQY-Rq8Y	71	214000	yes	SUBCLASS TIER LIST - Single Class Characters -  Baldur's Gate 3 Honour Mode Guide Part 1
AwU71WqBJEE	75	532000	yes	CLASS TIER LIST - Single Class Characters -  Baldur's Gate 3 Honour Mode Guide
8SEaa82Q5WI	30	132000	no	The ENDLESS ARCHER - BG3 Astarion Honour Build Guide
7YH5o6ByAI0	31	204000	no	The PERFECT MAIN CHARACTER - BG3 Wyll / Bard / Warlock Honour Build Guide
oewBqn0GjW4	23	128000	no	The BEAR KNUCKLE BRAWLER - BG3 Karlach Honour Build Guide
l9EUgdqgMIk	78	392000	yes	The BEST SPELLS in Baldur's Gate 3 - Complete Guide to Spells of Every Level
fcHp3JXF_6Y	25	77000	no	The ULTIMATE COMPANION - BG3 Lae'zel Honour Build Guide
IuYm0W5UnD0	69	285000	yes	ULTIMATE POWER - BG3 Spells Tier List - Level 6
oFLvxrAJzAk	46	8200	no	HUNTING AND GATHERING - Baldur's Gate 3 Patch 6 Review
4fiPpL5p7YY	54	97000	yes	It's ALL DAMAGE - BG3 Spells Tier List - Level 5
-bfxXfPJDmA	25	36000	no	The TRUE ARCANE VAMPIRE - Astarion Honour Build Guide
tYMJ4rjjCD8	43	53000	yes	ICE AND FIRE - BG3 Spells Tier List - Level 4 Part 2
aJnHa99pgkk	38	67000	yes	BANISHING CONFUSION - BG3 Spells Tier List - Level 4 Part 1
LU0wL0veB7I	31	123000	no	The BEST HEALER in Baldur's Gate 3 - Shadowheart Honour Build Guide
HsAn-RuKGKI	53	75000	yes	TAKING CONTROL - BG3 Spells Tier List - Level 3 Part 2
vOCRk49mj30	47	104000	yes	The BEST SPELL and the WORST SPELL - BG3 Spells Tier List - Level 3 Part 1
OFHOE92Evxg	35	168000	no	SO MANY BROKEN COMBOS - BG3 Druid / Jaheira / Halsin Honour Build Guide
TpZjdAJHmn4	56	77000	yes	Do I Secretly LOVE Damage Spells? - BG3 Spells Tier List - Level 2 Part 2
gBaZCKsWbHU	50	79000	yes	GATHERING POWER - BG3 Spells Tier List - Level 2 Part 1
M88Fm2UAGgs	31	66000	no	NUCLEAR LAUNCH DETECTED - BG3 Ranger / Minsc Honour Build Guide
YhZLMxPxvbs	60	110000	yes	SO MANY S Tier Spells - BG3 Spells Tier List - Level 1 Part 2
5IghRfm0VwA	53	138000	yes	This Guy REALLY Loves Bless - BG3 Spells Tier List - Level 1 Part 1
ac0lC0oHwZA	33	60000	no	The SAFEST CHARACTER in Baldur's Gate 3 - Paladin / Minthara Build Guide
RIFatwDJ0Gs	50	190000	yes	More Than You EVER Wanted to Know About Spells - BG3 Cantrips Tier List
97wfqVzBhcU	31	70000	no	The RAREST CHARACTER - BG3 Four Elements Monk Build Guide
iiZdiROhb64	39	124000	no	The UNDEAD HORDE - BG3 Necromancer Honour Build Guide
HBdttr3CPbM	57	183000	yes	HOW TO BUILD GOOD CHARACTERS: Feats Tierlist - Baldur's Gate 3 Build Guide
-QEGiAKFHJQ	35	98000	no	LAND DRUID Can Do EVERYTHING - Jaheira / Halsin Honour Build Guide
rUAlwK75gGI	31	112000	yes	HOW TO BUILD GOOD CHARACTERS: Skills Tierlist - Baldur's Gate 3 Build Guide
ZKBSe6y4Bac	31	45000	no	The ZEALOT OF ZARIEL - Karlach Honour Build Guide
mk7Dl-HEiDM	39	13000	no	Honour Mode in DANGER - BG3 Gnoll Boss Fight
89KZSqRCiko	22	27000	no	The PERFECT MAGESLAYER - BG3 Genuinely Overpowered Build Guide
RNd_qJV_fnE	33	86000	no	The ULTIMATE BEASTMASTER - BG3 Honor Mode Build Guide
bCW4Hrr7Hmw	30	134000	no	HOW TO BUILD GOOD CHARACTERS: Level Breakpoints - Baldur's Gate 3 Build Guide
4O_KrBfWsrk	35	203000	no	The REAL MAIN CHARACTER - BG3 Honor Mode Build Guide - Bard / Paladin
ZE9VIGoHgsk	32	153000	no	The WILD COFFEELOCK - BG3 Honor Mode Build Guide - Sorcerer / Warlock
aP9aQOU0Pt4	26	25000	no	FIXING KARLACH and the HARDEST FIGHT In the Game! - BG3 Honour Mode Guide
_cobSHR8hqY	28	194000	no	The HULKING HURLER - BG3 Honour Mode Thrower Build Guide - Barbarian / Karlach
OhL_PvKULYY	28	181000	no	The CONSISTENT KILLER - BG3 Honour Mode Thrower Build Guide - Lae'zel / Fighter
fGCHQpWw3qA	25	14000	no	DOUBLE TROUBLE - Honour Mode Boss Encounters - The Owlbear
SgYjMuaqOA8	28	236000	no	The BEST GALE BUILD in BG3 - Lore Friendly Honour Build Guide
RgnzLIzNGRQ	27	105000	no	The BEST ROGUE in Baldur's Gate 3 - Astarion Honour Mode Build Guide
jG4MXhaRlWE	23	79000	no	The IMMORTAL TANK - BG3 Honour Mode Build Guide
g4fpAhtm5xo	23	266000	no	The ONE SHOT LIGHTNING LORD - BG3 Honour Mode Build Guide
GSIV_uEd3nI	28	231000	no	The BEST MONK in Baldur's Gate 3 - Honour Mode Build Guide
spydm4O7nGQ	37	208000	no	FIXING the Companions - BG3 Honour Mode Build Guide
ExIOptufzgc	30	212000	no	The BEST ARCHER in Baldur's Gate 3 - Honor Mode Build Guide
wkpCpgzZ_PU	35	148000	no	The BEST DRUID in Baldur's Gate 3 - Honour Mode Build Guide
7ESYxUGV_ts	24	36000	no	HONOUR and ANGRY BEARS - Baldur's Gate 3 Patch 5 Review
uESLzq9_1Mk	32	121000	no	The BARDIC MACHINE GUN - BG3 Tactician Build Guide
SCSiNSSL4A8	35	160000	no	The BEST KARLACH BUILD in BG3 - Lore Friendly Tactician Build Guide
LWJv2qh3Nso	35	144000	no	BREAK THE LOCK(ADIN) - BG3 Minthara Tactician Build Guide
eDDbeqkQTgU	32	153000	no	SHAR'S SHADOW - Lore Friendly Shadowheart Build Guide - BG3 Tactician
URPPvhmkcAw	32	56000	no	The BEST RANGER in Baldur's Gate 3 - Detailed Tactician Build Guide
QVmE8bj9w0U	35	139000	no	The BEST SORCERER in Baldur's Gate 3 - Detailed Tactician Build Guide
8ZHhoZqKU4o	26	112000	no	The BEST BARBARIAN in Baldur's Gate 3 - Karlach Tactician Build Guide
Pj5rhmjEU4o	35	62000	no	The BEST WILD SHAPE DRUID in BG3 - Lore Friendly Halsin Build Guide
rpgRw1a-fEE	33	186000	no	The BEST PALADIN in Baldur's Gate 3 - Minthara Build Guide
X5NtWa_Gi_c	23	107000	no	The BEST DAGGER ROGUE in BG3 - Lore Friendly Astarion Build Guide
dfCPs8a3H6I	35	207000	no	The BEST BARD in Baldur's Gate 3 - Detailed Tactician Build Guide
08InPr1zVvE	27	54000	no	The INSANE DAMAGE of the ARCANE ARCHER - BG3 Astarion / Ranger Build Guide
VY7vzkKKXsM	30	60000	no	The BEST MAIN CHARACTER in BG3 - Tactician Build Guide
q7-s4uYoMMM	29	134000	no	The BEST MELEE WARLOCK in BG3 - Lore Friendly Wyll Build Guide
3yIN63Ny-6g	25	165000	no	The BEST JAHEIRA BUILD in BG3 - Lore Friendly Tactician Guide
QuUxltyybPM	24	105000	no	The Invincible TANK WIZARD - BG3 Gale Build Guide
_ie5L9hoCBw	29	176000	no	The BEST SUPPORT CLERIC in Baldur's Gate 3 - Shadowheart Build Guide
FrKazgQv9ls	27	156000	no	The BEST FIGHTER in Baldur's Gate 3 - Lae'zel Tactician Build Guide
Ea_IHXPZ-ZY	23	55000	no	The BEST SHADOW MONK in Baldur's Gate 3 - Astarion Build Guide
HBuCbbSdDS4	25	152000	no	The REAL Best Wizard in Baldur's Gate 3 - Gale Build Guide
j3PyRJrmAsY	23	121000	no	The BEST ELDRITCH KNIGHT in Baldur's Gate 3 - Fighter / Lae'zel Build Guide
NH-xHwCAWeM	23	122000	no	The BEST MINSC BUILD in BG3 - Lore Friendly Tactician Guide
GtljSKjZm-A	27	386000	no	The BEST CLERIC in Baldur's Gate 3 - Shadowheart Build Guide
mMbTOWrwI9E	19	5300	no	The Mighty FART DRUID - BG3 Tactician Druid / Halsin / Jaheira Build Guide
bCypZ8vPf1s	29	97000	no	The BEST WIZARD in Baldur's Gate 3 - Gale Build Guide
AOiGnndZWv8	28	82000	no	The BEST TANK in Baldur's Gate 3 - Barbarian / Karlach Build Guide
cV6mf8_6RSs	26	162000	no	The BEST BLASTER in Baldur's Gate 3 - Warlock / Wyll Build Guide
GnOvmShzqvQ	21	16000	no	One of EVERY CLASS? On Tactician?! - Baldur's Gate 3 Jack-of-All-Trades Build Guide
Hbzld6yNbzo	21	35000	no	THE OWLBEAR FLIES - BG3 Tactician Druid / Halsin / Jaheira Build Guide
mNUOrha6AiA	15	266000	no	The BEST ASSASSIN in Baldur's Gate 3 - Rogue / Astarion Build Guide
tQLnGZdwnGU	9	30000	no	3 and a Half BROKEN Hireling Tactics - Baldur's Gate 3 Guide
CIyAzPWO10Q	110	2700	no	Stealing and Dealing - Ironman Githyanki Sorcerer - Baldur's Gate 3 ep 4
tSQFb1jyjYI	16	27000	no	BEST PARTY FACE in Baldur's Gate 3 - Bard Build Guide
j-uwrKdAY4M	73	2400	no	Lae'zel Tries to Kill Shadowheart - Baldur's Gate 3 Ironman Sorcerer 3
7bHOtaCIWKo	61	3400	no	Dangerous Combats - Ironman Githyanki Sorcerer | Baldur's Gate 3 ep 2
C26mJP8P87g	2	3200	no	The Best Spell in Baldur's Gate 3 is a Cantrip?!
V6sCu3oLe8Y	40	6100	no	IRONMAN Githyanki Sorcerer - Baldur's Gate 3 Full Walkthrough
goNmijY5uiM	33	8000	no	33 Minutes of Color Theory - Githyanki Sorcerer Character Build
qXGU22pCWAk	15	65000	no	The BEST CHARACTER in Baldur's Gate 3 - Tactician Build Guide
